price,volume,cap,circ_supply,act_supply,big_wallets,add_count,deposits,withdrawls,TPS,stock_diff,crypy_diff,stock_price
23393.48,5620000000.0,447000000000.0,9124256.0,17349869.34,18976026.58,2845003.0,400000000.0,518000000.0,3.39,27.219999999999345,-301.33000000000175,12965.34
23694.81,9030000000.0,453000000000.0,9123443.0,17349020.95,18975470.57,2899956.0,512000000.0,525000000.0,2.96,-164.42999999999847,-318.34000000000015,12938.12
24013.15,40870000000.0,459000000000.0,9122531.0,17348086.72,18976841.82,2863119.0,394000000.0,416000000.0,3.12,-25.5,-304.9300000000003,13102.55
24318.08,127000000000.0,465000000000.0,9121593.0,17347143.93,18976724.84,2919276.0,445000000.0,514000000.0,2.84,0.0,-188.70999999999913,13128.05
24506.79,98240000000.0,469000000000.0,9120781.0,17346321.02,18976794.22,2946453.0,217000000.0,392000000.0,2.34,0.0,-9.349999999998545,13128.05
24516.14,80560000000.0,469000000000.0,9119875.0,17345452.74,18976384.59,2996164.0,295000000.0,314000000.0,2.78,80.85999999999876,583.7299999999996,13128.05
23932.41,105000000000.0,458000000000.0,9118962.0,17344528.51,18975601.58,2934181.0,376000000.0,497000000.0,3.12,267.28000000000065,-506.5,13047.19
24438.91,375000000000.0,467000000000.0,9118112.0,17343423.64,18972777.82,2912623.0,453000000.0,492000000.0,3.29,-74.88999999999942,700.4599999999991,12779.91
23738.45,314000000000.0,454000000000.0,9117125.0,17342572.02,18971957.45,2913335.0,602000000.0,581000000.0,3.13,360.869999999999,360.5600000000013,12854.8
23377.89,19270000000.0,447000000000.0,9116268.0,17341697.21,18967757.21,2984221.0,543000000.0,448000000.0,2.92,-150.52999999999884,-468.0499999999993,12493.93
23845.94,15610000000.0,456000000000.0,9115337.0,17340783.55,18969384.97,3009213.0,518000000.0,538000000.0,2.98,0.0,775.7700000000004,12644.46
23070.17,11870000000.0,441000000000.0,9114362.0,17339811.34,18965777.68,2997706.0,173000000.0,159000000.0,2.31,0.0,-73.05000000000291,12644.46
23143.22,10080000000.0,442000000000.0,9113368.0,17338831.21,18964266.52,2962860.0,236000000.0,244000000.0,2.69,-13.090000000000146,154.35000000000218,12644.46
22988.87,14430000000.0,439000000000.0,9112431.0,17337849.93,18964131.86,2979642.0,463000000.0,921000000.0,3.12,-63.030000000000655,469.6899999999987,12657.55
22519.18,8289999999.999999,430000000000.0,9111600.0,17336962.75,18960731.08,2925930.0,416000000.0,480000000.0,3.22,52.42000000000007,-397.34999999999854,12720.58
22916.53,20360000000.0,437000000000.0,9110706.0,17336095.03,18960913.8,2907170.0,363000000.0,444000000.0,3.27,319.39999999999964,-6.430000000000291,12668.16
22922.96,29240000000.0,438000000000.0,9109700.0,17335207.52,18960963.58,2889250.0,419000000.0,572000000.0,3.1,-20.219999999999345,-47.81999999999971,12348.76
22970.78,9320000000.0,439000000000.0,9108843.0,17334309.34,18961362.34,2884170.0,384000000.0,411000000.0,2.88,0.0,-677.7200000000012,12368.98
23648.5,5340000000.0,452000000000.0,9107912.0,17333419.97,18960571.14,2901518.0,178000000.0,229000000.0,2.49,0.0,-396.5,12368.98
24045.0,6730000000.0,459000000000.0,9107100.0,17332559.35,18960853.89,2871183.0,243000000.0,227000000.0,2.65,-21.710000000000946,218.84000000000015,12368.98
23826.16,9260000000.0,455000000000.0,9106187.0,17331710.73,18961630.01,2821037.0,581000000.0,565000000.0,3.25,228.10000000000036,487.9599999999991,12390.69
23338.2,10470000000.0,446000000000.0,9105343.0,17330729.0,18960491.61,2772776.0,583000000.0,494000000.0,3.28,130.17000000000007,1529.7999999999993,12162.59
